Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
13/05/2020,Audi,A3,1.6 TDI Sedan,2017,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,52000,210000,3,17333.333333333332
13/05/2020,Audi,A4,A4 Sedan 2.0 TDI Sport,2016,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Füme ,Sedan,Galeriden,2. El,93000,329900,4,23250.0
12/05/2020,Audi,A3,A3 Sportback 1.6 TDI Design Line,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,30000,185000,2,15000.0
12/05/2020,Audi,Q2,1.6 TDI Design,2020,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,0 km,0,319000,0,0.0
12/05/2020,Audi,Q3,Diğer,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,17500,315000,2,8750.0
12/05/2020,Audi,Q7,3.0 TDI Quattro,2012,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,255000,327500,8,31875.0
12/05/2020,Audi,A6,A6 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,138000,238900,8,17250.0
12/05/2020,Audi,A6,A6 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,210000,217000,6,35000.0
12/05/2020,Audi,A4,A4 Sedan 2.0 TDI,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,160000,219900,5,32000.0
12/05/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,120000,175000,4,30000.0
12/05/2020,Audi,A6,A6 Sedan 2.0 TDI Quattro Sport,2020,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,895000,0,0.0
12/05/2020,Audi,Q7,3.0 TDI Quattro,2012,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,198000,327000,8,24750.0
12/05/2020,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,65000,239500,3,21666.666666666668
12/05/2020,Audi,A3,"1.6 TDI Attraction Sportback
",2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,195000,118500,8,24375.0
11/05/2020,Audi,A4,A4 Sedan 2.0 TDI Quattro,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,95000,310000,5,19000.0
09/05/2020,Audi,A4,2.0 Multitronic,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Sahibinden,2. El,170000,152000,9,18888.88888888889
09/05/2020,Audi,A3,"1.0 TFSI Sportback
",2016,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,37000,156000,4,9250.0
08/05/2020,Audi,A4,1.8 T,1998,Benzin/LPG,Otomatik Vites,1601-1800 cc,126-150 BG,Lacivert ,Sedan,Sahibinden,2. El,384000,48500,22,17454.545454545456
05/05/2020,Audi,A3,1.6 TDI Ambiente,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,46000,192750,5,9200.0
01/05/2020,Audi,A5,A5 Sportback 2.0 TDI,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,71000,289900,5,14200.0
01/05/2020,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2011,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,122000,205000,9,13555.555555555555
01/05/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,95705,172500,6,15950.833333333334
01/05/2020,Audi,TT,2.0 TFSI,2008,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,129558,169500,12,10796.5
27/05/2020,BMW,5 Serisi,520d xDrive Pure,2018,Dizel,Otomatik Vites,1801-2000 cc,201-225 BG,Siyah ,Sedan,Galeriden,2. El,59854,594500,2,29927.0
01/05/2020,Audi,Q7,3.0 TDI Quattro,2010,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,185385,233500,10,18538.5
01/05/2020,Audi,A4,A4 Sedan 2.0 TDI Design,2016,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,112000,285000,4,28000.0
01/05/2020,Audi,A6,A6 Sedan 3.0 TDI Quattro,2006,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,178000,133999,14,12714.285714285714
01/05/2020,Audi,Q5,2.0 TDI Quattro,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,132500,237000,9,14722.222222222223
26/04/2020,Audi,Q3,2.0 TDI Quattro,2012,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,159900,206500,8,19987.5
24/04/2020,Audi,A5,Diğer,2010,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,137000,150000,10,13700.0
23/04/2020,Audi,A4,2.5 TDI Avant,2003,Dizel,Otomatik Vites,2001-2500 cc,151-175 BG,Gri ,Station Wagon,Galeriden,2. El,264000,76500,17,15529.411764705883
22/04/2020,Audi,Q7,2.0 TFSI Quattro,2016,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,58562,698000,4,14640.5
22/04/2020,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,175000,192000,7,25000.0
22/04/2020,Audi,A6,A6 Sedan 2.0 TDI Quattro Design,2020,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,829000,0,0.0
22/04/2020,Audi,TT,2.0 TFSI Quattro,2016,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Kırmızı ,Spor / Coupe,Galeriden,2. El,50028,479500,4,12507.0
22/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,128000,295000,6,21333.333333333332
22/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2008,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Lacivert ,Sedan,Galeriden,2. El,295000,115000,12,24583.333333333332
22/04/2020,Audi,A3,"1.6 TDI Sportback
",2016,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,52000,194500,4,13000.0
22/04/2020,Audi,A8,3.0 TDI Quattro Long,2012,Dizel,Otomatik Vites,1300 cc ve altı,251-275 BG,Siyah ,Sedan,Galeriden,2. El,194000,475000,8,24250.0
22/04/2020,Audi,A3,Diğer,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,165000,171900,5,33000.0
20/04/2020,Audi,A6,2.0 TDI,2013,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Beyaz ,Sedan,Galeriden,2. El,220000,265000,7,31428.571428571428
19/04/2020,Audi,A3,"1.6 TDI Attraction Sportback
",2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,179000,96000,8,22375.0
27/05/2020,Dacia,Dokker,"1.5 dCi Ambiance
",2015,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750,5,35707.0
18/04/2020,Audi,A3,1.6 Attraction Sportback,2011,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,140000,97500,9,15555.555555555555
18/04/2020,Audi,A5,Diğer,2017,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,63697,420000,3,21232.333333333332
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,187000,175000,6,31166.666666666668
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2016,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,151000,358500,4,37750.0
18/04/2020,Audi,A3,A3 Hatchback 2.0 TDI 2.0 TDI,2009,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 3 Kapı,Galeriden,2. El,180000,94000,11,16363.636363636364
18/04/2020,Audi,A5,A5 Sportback 2.0 TDI,2010,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,264000,155000,10,26400.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI Quattro Design,2020,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,799000,0,0.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI Quattro Sport,2020,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,0 km,0,840000,0,0.0
18/04/2020,Audi,A5,A5 Sportback 2.0 TDI,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,299900,155900,9,33322.22222222222
18/04/2020,Audi,A4,A4 Sedan 1.6,2008,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,375000,75000,12,31250.0
18/04/2020,Audi,Q7,3.0 TDI Quattro,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,270000,178000,13,20769.23076923077
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Ambition,2009,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,160000,137500,11,14545.454545454546
18/04/2020,Audi,A4,A4 allroad quattro 2.0 TDI,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Station Wagon,Galeriden,2. El,76000,284500,5,15200.0
18/04/2020,Audi,A3,A3 Cabrio 1.5 TFSI Sport Line,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Üstü Açık / Cabriolet,Galeriden,2. El,36000,309750,2,18000.0
18/04/2020,Audi,A4,A4 Avant 1.4 TFSI,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Station Wagon,Galeriden,2. El,89000,249500,4,22250.0
18/04/2020,Audi,A4,A4 Sedan 1.4 TFSI Design,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59000,275000,4,14750.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,127000,171250,4,31750.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,172000,280000,6,28666.666666666668
18/04/2020,Audi,Q7,3.0 TDI Quattro,2013,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,129000,417000,7,18428.571428571428
09/06/2020,Renault,Fluence,1.5 dCi Touch,2014,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,124000,105500,6,20666.666666666668
18/04/2020,Audi,A3,Diğer,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Üstü Açık / Cabriolet,Galeriden,2. El,27000,252000,4,6750.0
18/04/2020,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,104000,241500,4,26000.0
18/04/2020,Audi,Q7,3.0 TDI Quattro,2007,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,300000,138000,13,23076.923076923078
18/04/2020,Audi,A3,A3 Hatchback 1.4 TFSI Ambition,2009,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,153000,98500,11,13909.09090909091
18/04/2020,Audi,A3,A3 Sportback 1.6 Ambition,2010,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,147000,112500,10,14700.0
18/04/2020,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2010,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,71000,93750,10,7100.0
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,87000,203000,5,17400.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,159000,219000,7,22714.285714285714
18/04/2020,Audi,A4,Diğer,1997,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,239000,39750,23,10391.304347826086
18/04/2020,Audi,A3,A3 Hatchback 1.6 1.6,2004,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 3 Kapı,Galeriden,2. El,270000,64900,16,16875.0
18/04/2020,Audi,A6,A6 Sedan 3.0 TDI Quattro,2005,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,307000,97250,15,20466.666666666668
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Attraction,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,131000,160000,5,26200.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,181000,172500,8,22625.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI Quattro,2018,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Lacivert ,Sedan,Galeriden,2. El,74000,498500,2,37000.0
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Attraction,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,82000,167900,6,13666.666666666666
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,132000,178950,6,22000.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,119000,157500,5,23800.0
18/04/2020,Audi,A6,A6 Sedan 3.0 TDI Quattro,2013,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,175000,305000,7,25000.0
18/04/2020,Audi,A5,A5 Sportback 2.0 TDI Quattro,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,148000,239500,7,21142.85714285714
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,142000,322500,5,28400.0
18/04/2020,Audi,Q5,2.0 TDI Quattro,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,122000,242500,8,15250.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,89000,166500,5,17800.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2005,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,333000,76500,15,22200.0
18/04/2020,Audi,A6,Diğer,2005,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,283000,81000,15,18866.666666666668
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,107000,167900,5,21400.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,268500,205750,8,33562.5
18/04/2020,Audi,A6,Diğer,2007,Benzin/LPG,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,280000,97000,13,21538.46153846154
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Ambition,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,128000,128900,7,18285.714285714286
18/04/2020,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,2016,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,70000,182750,4,17500.0
18/04/2020,Audi,A3,A3 Sportback 1.6 Ambition,2008,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,154000,84500,12,12833.333333333334
18/04/2020,Audi,A4,Diğer,2010,Benzin,Yarı Otomatik Vites,1601-1800 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,259600,115500,10,25960.0
18/04/2020,Audi,A4,A4 Sedan 2.5 TDI Quattro,2004,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,260000,59500,16,16250.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Ambition,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,79000,227500,4,19750.0
18/04/2020,Audi,A3,A3 Hatchback 1.6 1.6,2006,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 3 Kapı,Galeriden,2. El,175000,78000,14,12500.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Ambition,2015,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,197950,5,20000.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,182000,192000,7,26000.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,112000,179900,4,28000.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2012,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,137000,247500,8,17125.0
18/04/2020,Audi,RS,RS 6,2020,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Station Wagon,Galeriden,2. El,250,2550000,0,250.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,114000,177000,6,19000.0
18/04/2020,Audi,A4,A4 Sedan 1.4 TFSI Sport,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,37000,349750,2,18500.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI Advanced,2019,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,1893,427500,1,1893.0
18/04/2020,Audi,RS,RS 6,2020,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Station Wagon,Galeriden,0 km,0,2500000,0,0.0
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Ambition,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,149000,155500,5,29800.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2017,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,50000,224900,3,16666.666666666668
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,159000,174500,6,26500.0
18/04/2020,Audi,A6,A6 Sedan 3.0 TDI Quattro,2012,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,135000,285000,8,16875.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TFSI Quattro,2012,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,200000,159900,8,25000.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI Quattro,2013,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,167000,166500,7,23857.14285714286
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,96000,195000,6,16000.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2010,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,257000,129500,10,25700.0
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,178000,153500,9,19777.777777777777
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2009,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,246000,137500,11,22363.636363636364
18/04/2020,Audi,A6,A6 Sedan 2.0 TDI,2010,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,195500,152000,10,19550.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,122000,198000,6,20333.333333333332
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,78000,168500,4,19500.0
03/06/2020,Hyundai,I20,1.2 Team,2011,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500,9,24444.444444444445
18/04/2020,Audi,A5,A5 Sportback 2.0 TDI,2010,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,238000,134500,10,23800.0
18/04/2020,Audi,A3,A3 Hatchback 1.4 TFSI Attraction,2010,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,167000,81500,10,16700.0
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,125000,140000,6,20833.333333333332
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,170000,156000,7,24285.714285714286
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,146000,148500,5,29200.0
18/04/2020,Audi,A3,A3 Sportback 1.6 TDI Attraction,2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,59000,147000,8,7375.0
18/04/2020,Audi,A4,A4 Sedan 1.6,2003,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Sedan,Galeriden,2. El,284000,49900,17,16705.882352941175
18/04/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,112500,180000,4,28125.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2014,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,164000,165900,6,27333.333333333332
18/04/2020,Audi,A5,Diğer,2015,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Spor / Coupe,Galeriden,2. El,126000,267000,5,25200.0
18/04/2020,Audi,A4,A4 Sedan 2.0 TDI,2011,Dizel,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,175000,133000,9,19444.444444444445
