Ilan_Tarihi,Marka,Arac_Tip_Grubu,Arac_Tip,Model_Yil,Yakit_Turu,Vites,CCM,Beygir_Gucu,Renk,Kasa_Tipi,Kimden,Durum,Km,Fiyat,Arac_Yasi,Km_Yil
18/04/2020,Renault,Laguna,2.0 RXT,1999,Benzin/LPG,Düz Vites,1801-2000 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,230000,25900,21,10952.380952380952
18/04/2020,Renault,R 12,Toros,1992,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,81000,33250,28,2892.8571428571427
18/04/2020,Renault,Fluence,1.5 dCi Icon,2014,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,99250,105250,6,16541.666666666668
18/04/2020,Renault,Laguna,Diğer,2006,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Diğer ,Diğer,Galeriden,2. El,305000,38500,14,21785.714285714286
18/04/2020,Renault,R 12,Toros,1997,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,19500,23,2956.521739130435
18/04/2020,Renault,Symbol,1.5 dCi Authentique,2009,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,480000,39750,11,43636.36363636364
18/04/2020,Renault,Fluence,1.5 dCi Touch Plus,2015,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,135000,97850,5,27000.0
18/04/2020,Renault,Megane,Diğer,2008,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,325000,52750,12,27083.333333333332
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,50000,87900,3,16666.666666666668
18/04/2020,Renault,Symbol,1.5 dCi Joy,2018,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,66000,91000,2,33000.0
18/04/2020,Renault,Fluence,1.5 dCi Icon,2014,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,134000,98000,6,22333.333333333332
18/04/2020,Renault,Fluence,1.5 dCi Touch,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,138000,86500,6,23000.0
18/04/2020,Renault,Clio,1.0 TCe Icon,2020,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Turuncu ,Hatchback 5 Kapı,Galeriden,2. El,1500,160000,0,1500.0
18/04/2020,Renault,Megane,1.5 dCi Icon,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,129000,146000,3,43000.0
18/04/2020,Renault,Megane,1.5 dCi Icon,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,5900,189900,1,5900.0
18/04/2020,Renault,Megane,1.5 dCi Icon,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,28000,187950,2,14000.0
18/04/2020,Renault,Megane,1.5 dCi Icon,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,30000,187950,2,15000.0
18/04/2020,Renault,Megane,1.5 dCi Icon,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,29000,188900,2,14500.0
18/04/2020,Renault,Clio,1.5 dCi Joy,2016,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,117000,76900,4,29250.0
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900,3,22666.666666666668
18/04/2020,Renault,Clio,1.5 dCi SportTourer Joy,2018,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500,2,7500.0
18/04/2020,Renault,Symbol,1.5 dCi Joy,2017,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650,3,33333.333333333336
18/04/2020,Renault,Megane,Diğer,2009,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750,11,19090.909090909092
18/04/2020,Renault,Clio,1.5 dCi Extreme Edition,2012,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900,8,18750.0
18/04/2020,Renault,Clio,1.5 dCi Joy,2017,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000,3,43333.333333333336
18/04/2020,Renault,Megane,1.5 dCi Touch,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000,3,29333.333333333332
18/04/2020,Renault,Captur,1.5 dCi Icon,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500,2,47000.0
18/04/2020,Renault,Fluence,1.5 dCi Privilege,2011,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000,9,26111.11111111111
18/04/2020,Renault,Symbol,1.5 dCi Expression,2012,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900,8,16250.0
18/04/2020,Renault,Fluence,1.5 dCi Dynamique,2011,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450,9,38333.333333333336
18/04/2020,Renault,Megane,1.5 dCi Touch,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750,3,24666.666666666668
06/06/2020,Rover,216,SLi,1999,Benzin/LPG,Otomatik Vites,1601-1800 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,278,29000,21,13.238095238095237
27/05/2020,Rover,214,Si,1997,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,210000,21000,23,9130.434782608696
13/05/2020,Rover,400,1.4,1998,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Sedan,Sahibinden,2. El,191000,24000,22,8681.818181818182
18/04/2020,Rover,45,Diğer,2004,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,250000,62500,16,15625.0
11/06/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,90000,166000,4,22500.0
16/06/2020,Seat,Cordoba,1.4 TDI Stylance,2007,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Kırmızı ,Sedan,Sahibinden,2. El,206000,45000,13,15846.153846153846
16/06/2020,Seat,Leon,1.4 EcoTSI FR,2017,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,63000,146000,3,21000.0
16/06/2020,Seat,Cordoba,1.4 TDI Signo,2004,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,228000,45500,16,14250.0
15/06/2020,Seat,Altea,1.6 Reference,2005,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Diğer,Galeriden,2. El,185000,59500,15,12333.333333333334
14/06/2020,Seat,Leon,1.2 TSI Style,2015,Benzin,Düz Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,105000,118750,5,21000.0
14/06/2020,Seat,Ibiza,"1.4
",2014,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,72500,79750,6,12083.333333333334
13/06/2020,Seat,Leon,1.6 Signo,2004,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Hatchback 5 Kapı,Galeriden,2. El,330000,45000,16,20625.0
12/06/2020,Seat,Toledo,1.6 Reference,2005,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,150000,64900,15,10000.0
11/06/2020,Seat,Ibiza,1.4 Style,2015,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,71000,75000,5,14200.0
11/06/2020,Seat,Toledo,1.6 16V Signo Plus,2003,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,243000,45950,17,14294.117647058823
10/06/2020,Seat,Leon,1.6 Reference,2007,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,290000,56750,13,22307.69230769231
06/06/2020,Seat,Cordoba,1.4 Stella,2004,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,122000,57500,16,7625.0
06/06/2020,Seat,Toledo,1.6 TDI Style,2015,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,115000,121500,5,23000.0
06/06/2020,Seat,Toledo,1.6 CR TDI Style DSG,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,135000,113500,6,22500.0
05/06/2020,Seat,Ibiza,1.4 TDI Stylance,2008,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,390000,39750,12,32500.0
03/06/2020,Seat,Leon,1.6 TDi CR Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,106000,162900,4,26500.0
02/06/2020,Seat,Ibiza,1.0 EcoTSI Style,2016,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,61200,115000,4,15300.0
01/06/2020,Seat,Leon,2.0 TDI Stylance,2006,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,187000,61500,14,13357.142857142857
01/06/2020,Seat,Alhambra,1.4 TSI Style,2013,Benzin,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,MPV,Galeriden,2. El,86000,168000,7,12285.714285714286
01/06/2020,Seat,Alhambra,1.4 TSI Style,2013,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,86000,168000,7,12285.714285714286
30/05/2020,Seat,Ibiza,"1.2 TSI
",2016,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,66450,108500,4,16612.5
28/05/2020,Seat,Leon,1.6 Style,2017,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,65000,168000,3,21666.666666666668
23/05/2020,Seat,Toledo,1.6 16V Signo Plus,2001,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,250000,40500,19,13157.894736842105
20/05/2020,Seat,Leon,1.4 TSI FR,2013,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,109000,132900,7,15571.42857142857
18/05/2020,Seat,Leon,1.2 TSI Style,2018,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 3 Kapı,Galeriden,0 km,10522,162900,2,5261.0
17/05/2020,Seat,Leon,Diğer,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,14000,215000,1,14000.0
17/05/2020,Seat,Cordoba,1.4 TDI Signo,2004,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,278000,44000,16,17375.0
16/05/2020,Seat,Cordoba,"1.9 TDI
",2001,Dizel,Düz Vites,2501-3000 cc,101-125 BG,Mavi ,Sedan,Sahibinden,2. El,245000,26500,19,12894.736842105263
15/05/2020,Seat,Ibiza,1.2 TSI Style,2016,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,63300,95000,4,15825.0
13/05/2020,Seat,Ibiza,"1.2 TSI Sport Tourer
",2016,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Station Wagon,Sahibinden,2. El,48000,110000,4,12000.0
12/05/2020,Seat,Arona,1.6 TDI Xcellence,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Bordo ,Arazi Aracı,Galeriden,2. El,38267,173900,2,19133.5
12/05/2020,Seat,Leon,2.0 TSI Cupra,2018,Benzin,Yarı Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,37000,345000,2,18500.0
12/05/2020,Seat,Leon,Diğer,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,101000,153900,6,16833.333333333332
12/05/2020,Seat,Ibiza,"1.2 TSI
",2015,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,59000,90000,5,11800.0
12/05/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,57000,185000,2,28500.0
08/05/2020,Seat,Leon,1.4 TSI FR,2016,Benzin,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,72000,142500,4,18000.0
06/05/2020,Seat,Leon,Diğer,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,14000,215000,1,14000.0
02/05/2020,Seat,Leon,1.6 TDI Style,2014,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,134900,6,21666.666666666668
01/05/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,26000,187000,2,13000.0
01/05/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,58319,143750,3,19439.666666666668
01/05/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,77000,143500,3,25666.666666666668
30/04/2020,Seat,Leon,1.6 TDI Style,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,159000,117000,5,31800.0
30/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,88000,146500,4,22000.0
28/04/2020,Seat,Altea,1.6 TDI Style XL,2011,Dizel,Yarı Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,MPV,Sahibinden,2. El,128000,90000,9,14222.222222222223
27/04/2020,Seat,Cordoba,"1.4 TDI
",2006,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,171000,35000,14,12214.285714285714
26/04/2020,Seat,Ibiza,1.4 Reference,2015,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,45800,58500,5,9160.0
22/04/2020,Seat,Leon,Diğer,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,29880,182500,2,14940.0
22/04/2020,Seat,Exeo,1.6 Style,2010,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Sedan,Sahibinden,2. El,133000,71000,10,13300.0
22/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Otomatik Vites,1300 cc ve altı,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,123000,158500,4,30750.0
18/04/2020,Seat,Leon,"1.6 TDI
",2016,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,138500,142000,4,34625.0
18/04/2020,Seat,Leon,"1.6 TDI
",2019,Dizel,Yarı Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,5000,210000,1,5000.0
18/04/2020,Seat,Leon,1.4 TSI FR,2015,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,138000,129000,5,27600.0
18/04/2020,Seat,Toledo,1.6 TDI Style,2014,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,96000,94250,6,16000.0
18/04/2020,Seat,Ibiza,1.4 Reference,2011,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,234000,54900,9,26000.0
18/04/2020,Seat,Leon,1.4 EcoTSI FR,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,61000,149500,4,15250.0
18/04/2020,Seat,Leon,Diğer,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,23000,170000,2,11500.0
18/04/2020,Seat,Leon,1.6 TDI Style,2015,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,93000,96750,5,18600.0
18/04/2020,Seat,Leon,Diğer,2011,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,205000,85000,9,22777.777777777777
18/04/2020,Seat,Leon,2.0 TDI Stylance,2008,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,245000,63900,12,20416.666666666668
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,95000,145950,4,23750.0
18/04/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,94000,135950,3,31333.333333333332
18/04/2020,Seat,Ateca,1.4 TSI FR,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,33000,235000,2,16500.0
18/04/2020,Seat,Ibiza,Diğer,2013,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Spor / Coupe,Galeriden,2. El,92000,107500,7,13142.857142857143
18/04/2020,Seat,Leon,Diğer,2020,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,748,204000,0,748.0
18/04/2020,Seat,Toledo,1.8 Sport,2000,Benzin/LPG,Düz Vites,1601-1800 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,299000,31750,20,14950.0
18/04/2020,Seat,Leon,1.4 TSI FR,2017,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,22000,151000,3,7333.333333333333
18/04/2020,Seat,Leon,1.4 EcoTSI FR,2018,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,32000,169000,2,16000.0
18/04/2020,Seat,Leon,Diğer,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,134000,99750,7,19142.85714285714
18/04/2020,Seat,Leon,Diğer,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,137000,125000,7,19571.428571428572
18/04/2020,Seat,Diğer,Diğer,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,205000,98850,4,51250.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,77500,156900,4,19375.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,77000,161750,4,19250.0
18/04/2020,Seat,Leon,1.4 TSI FR,2016,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,70000,170500,4,17500.0
18/04/2020,Seat,Leon,1.4 TSI FR,2017,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,51000,169900,3,17000.0
18/04/2020,Seat,Leon,1.2 TSI Style,2013,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,96000,94500,7,13714.285714285714
18/04/2020,Seat,Leon,Diğer,2006,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,230000,53350,14,16428.571428571428
18/04/2020,Seat,Toledo,1.6 TDI Style,2014,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,120000,119000,6,20000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,97000,154900,4,24250.0
18/04/2020,Seat,Ibiza,1.2 TSI Style,2011,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,81000,62500,9,9000.0
18/04/2020,Seat,Leon,1.4 TSI FR,2017,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,40000,155900,3,13333.333333333334
18/04/2020,Seat,Leon,Diğer,2012,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,222000,82500,8,27750.0
18/04/2020,Seat,Leon,1.2 TSI Style,2013,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,117000,7,18571.428571428572
18/04/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,22000,180000,2,11000.0
18/04/2020,Seat,Leon,Diğer,2020,Benzin,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,0 km,0,195750,0,0.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,40000,146500,4,10000.0
18/04/2020,Seat,Ibiza,1.4 Reference,2015,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,98000,69500,5,19600.0
18/04/2020,Seat,Leon,Diğer,2011,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,190000,83950,9,21111.11111111111
18/04/2020,Seat,Leon,1.2 TSI Style,2016,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,72000,119000,4,18000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,43000,177000,2,21500.0
18/04/2020,Seat,Leon,1.6 Signo,2004,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,279000,29250,16,17437.5
18/04/2020,Seat,Leon,Diğer,2013,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,232000,99500,7,33142.857142857145
18/04/2020,Seat,Leon,1.6 TDI Style,2018,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,75000,172000,2,37500.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,90000,152250,4,22500.0
18/04/2020,Seat,Leon,1.2 TSI Style,2017,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,54000,120000,3,18000.0
18/04/2020,Seat,Ibiza,1.4 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,76000,118750,4,19000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2019,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,5000,170900,1,5000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,108000,152500,4,27000.0
18/04/2020,Seat,Leon,1.6 TDI Style,2016,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,110000,149950,4,27500.0
18/04/2020,Seat,Leon,1.6 TDI Style,2017,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,128000,143500,3,42666.666666666664
